	Indoor Sensors- Multihop
		
Reading#	Mote ID	Humidity	Tepmrature	Label
149	3	47.28	27.49	0
150	3	47.21	27.48	0
151	3	47.31	27.47	0
152	3	47.47	27.47	0
153	3	47.47	27.47	0
154	3	47.41	27.46	0
155	3	47.44	27.46	0
156	3	47.44	27.46	0
157	3	47.44	27.44	0
158	3	47.41	27.45	0
159	3	47.28	27.43	0
160	3	47.28	27.43	0
161	3	47.41	27.42	0
162	3	47.34	27.42	0
163	3	47.44	27.43	0
164	3	47.47	27.41	0
165	3	47.34	27.41	0
166	3	47.41	27.41	0
167	3	47.47	27.41	0
168	3	47.24	27.4	0
169	3	47.21	27.38	0
170	3	47.34	27.38	0
171	3	47.34	27.37	0
172	3	47.38	27.38	0
173	3	47.44	27.38	0
174	3	47.34	27.37	0
175	3	47.31	27.35	0
176	3	47.28	27.36	0
177	3	47.34	27.35	0
178	3	47.31	27.35	0
179	3	47.28	27.34	0
180	3	47.31	27.33	0
181	3	47.38	27.34	0
182	3	47.24	27.32	0
183	3	47.15	27.32	0
184	3	47.02	27.3	0
185	3	47.21	27.3	0
186	3	47.34	27.31	0
187	3	47.31	27.31	0
188	3	47.31	27.31	0
189	3	47.34	27.3	0
190	3	47.47	27.3	0
191	3	47.41	27.29	0
192	3	47.34	27.27	0
193	3	47.34	27.26	0
194	3	47.15	27.25	0
195	3	47.15	27.24	0
196	3	47.24	27.25	0
197	3	47.34	27.25	0
198	3	47.18	27.24	0
199	3	47.21	27.25	0
200	3	47.21	27.25	0
201	3	47.34	27.25	0
202	3	47.18	27.23	0
203	3	47.21	27.23	0
204	3	47.08	27.24	0
205	3	47.15	27.22	0
206	3	47.02	27.22	0
207	3	47.15	27.22	0
208	3	47.11	27.21	0
209	3	47.11	27.21	0
210	3	47.08	27.2	0
211	3	47.02	27.17	0
212	3	47.15	27.19	0
213	3	47.15	27.18	0
214	3	47.21	27.17	0
215	3	47.15	27.17	0
216	3	47.31	27.17	0
217	3	47.24	27.17	0
218	3	47.05	27.17	0
219	3	46.92	27.15	0
220	3	47.02	27.16	0
221	3	47.08	27.15	0
222	3	47.15	27.16	0
223	3	47.28	27.16	0
224	3	47.15	27.15	0
225	3	47.21	27.15	0
226	3	47.08	27.13	0
227	3	47.11	27.15	0
228	3	47.18	27.15	0
229	3	47.24	27.14	0
230	3	47.28	27.13	0
231	3	47.28	27.14	0
232	3	47.28	27.13	0
233	3	47.24	27.13	0
234	3	47.31	27.13	0
235	3	47.21	27.11	0
236	3	47.05	27.08	0
237	3	46.95	27.09	0
238	3	47.15	27.11	0
239	3	47.05	27.09	0
240	3	47.02	27.07	0
241	3	47.02	27.08	0
242	3	47.15	27.11	0
243	3	47.15	27.11	0
244	3	47.24	27.11	0
245	3	47.21	27.12	0
246	3	47.15	27.13	0
247	3	47.08	27.13	0
248	3	46.89	27.12	0
249	3	46.79	27.09	0
250	3	46.95	27.09	0
251	3	46.75	27.05	0
252	3	46.95	27.04	0
253	3	47.15	27.05	0
254	3	47.21	27.06	0
255	3	47.34	27.07	0
256	3	47.31	27.07	0
257	3	47.18	27.05	0
258	3	47.15	27.04	0
259	3	47.11	27.04	0
260	3	47.18	27.04	0
261	3	47.08	27.03	0
262	3	47.24	27.04	0
263	3	47.44	27.06	0
264	3	47.31	27.07	0
265	3	47.15	27.06	0
266	3	47.08	27.06	0
267	3	47.02	27.04	0
268	3	47.15	27.05	0
269	3	47.31	27.06	0
270	3	47.28	27.06	0
271	3	47.28	27.07	0
272	3	47.28	27.06	0
273	3	47.21	27.07	0
274	3	47.15	27.06	0
275	3	47.15	27.06	0
276	3	47.15	27.06	0
277	3	47.02	27.05	0
278	3	47.08	27.06	0
279	3	47.08	27.05	0
280	3	47.02	27.06	0
281	3	46.95	27.04	0
282	3	47.02	27.05	0
283	3	46.92	27.05	0
284	3	46.92	27.05	0
285	3	46.75	27.03	0
286	3	46.82	27.03	0
287	3	46.82	27.04	0
288	3	46.89	27.03	0
289	3	46.95	27.03	0
290	3	46.85	27.02	0
291	3	46.95	27.03	0
292	3	46.75	27	0
293	3	46.89	27.01	0
294	3	46.95	27.01	0
295	3	46.98	27.01	0
296	3	46.89	27.01	0
297	3	46.89	27.02	0
298	3	47.02	27.02	0
299	3	47.05	27.03	0
300	3	46.89	27	0
301	3	46.95	27.02	0
302	3	47.02	27.01	0
303	3	46.89	27.01	0
304	3	46.89	27.01	0
305	3	46.89	27	0
306	3	46.82	26.99	0
307	3	46.79	27	0
308	3	46.82	26.97	0
309	3	46.92	26.98	0
310	3	46.92	26.97	0
311	3	47.02	26.98	0
312	3	47.05	26.99	0
313	3	47.11	27	0
314	3	47.11	26.97	0
315	3	47.18	26.98	0
316	3	47.34	26.98	0
317	3	47.41	26.98	0
318	3	47.44	26.98	0
319	3	47.64	26.98	0
320	3	47.9	26.96	0
321	3	47.44	26.98	0
322	3	47.28	26.97	0
323	3	46.89	26.98	0
324	3	46.79	26.99	0
325	3	46.82	27.01	0
326	3	47.05	27.02	0
327	3	47.28	27.03	0
328	3	47.38	27.04	0
329	3	47.24	27.05	0
330	3	47.21	27.07	0
331	3	47.18	27.08	0
332	3	47.15	27.1	0
333	3	47.15	27.11	0
334	3	47.18	27.13	0
335	3	47.15	27.15	0
336	3	47.18	27.16	0
337	3	47.11	27.17	0
338	3	46.95	27.19	0
339	3	46.82	27.21	0
340	3	46.72	27.21	0
341	3	46.62	27.23	0
342	3	46.52	27.25	0
343	3	46.43	27.26	0
344	3	46.36	27.28	0
345	3	46.33	27.29	0
346	3	46.3	27.3	0
347	3	46.26	27.31	0
348	3	46.23	27.31	0
349	3	46.23	27.32	0
350	3	46.23	27.34	0
351	3	46.23	27.35	0
352	3	46.26	27.37	0
353	3	46.33	27.36	0
354	3	46.46	27.38	0
355	3	46.49	27.39	0
356	3	46.52	27.4	0
357	3	46.56	27.39	0
358	3	46.62	27.41	0
359	3	46.56	27.41	0
360	3	46.56	27.44	0
361	3	46.56	27.45	0
362	3	46.52	27.44	0
363	3	46.52	27.46	0
364	3	46.56	27.45	0
365	3	46.69	27.47	0
366	3	46.72	27.49	0
367	3	46.66	27.49	0
368	3	46.62	27.5	0
369	3	46.56	27.5	0
370	3	46.62	27.52	0
371	3	46.59	27.52	0
372	3	46.59	27.53	0
373	3	46.59	27.53	0
374	3	46.62	27.54	0
375	3	46.66	27.54	0
376	3	46.62	27.56	0
377	3	46.62	27.56	0
378	3	46.66	27.56	0
379	3	46.69	27.58	0
380	3	46.69	27.58	0
381	3	46.69	27.59	0
382	3	46.69	27.6	0
383	3	46.69	27.59	0
384	3	46.69	27.61	0
385	3	46.69	27.61	0
386	3	46.69	27.62	0
387	3	46.66	27.61	0
388	3	46.66	27.63	0
389	3	46.62	27.62	0
390	3	46.62	27.64	0
391	3	46.62	27.63	0
392	3	46.62	27.66	0
393	3	46.62	27.65	0
394	3	46.79	27.61	0
395	3	46.85	27.62	0
396	3	46.89	27.62	0
397	3	47.02	27.62	0
398	3	47.24	27.62	0
399	3	47.34	27.65	0
400	3	47.31	27.64	0
401	3	47.21	27.64	0
402	3	47.05	27.63	0
403	3	46.89	27.63	0
404	3	46.82	27.64	0
405	3	46.89	27.64	0
406	3	46.95	27.65	0
407	3	46.95	27.64	0
408	3	46.89	27.66	0
409	3	46.92	27.67	0
410	3	46.95	27.69	0
411	3	46.95	27.69	0
412	3	46.95	27.69	0
413	3	46.95	27.68	0
414	3	46.89	27.68	0
415	3	46.82	27.68	0
416	3	46.75	27.69	0
417	3	46.75	27.69	0
418	3	46.75	27.68	0
419	3	46.75	27.69	0
420	3	46.72	27.69	0
421	3	46.69	27.69	0
422	3	46.69	27.71	0
423	3	46.66	27.71	0
424	3	46.62	27.73	0
425	3	46.62	27.72	0
426	3	46.62	27.73	0
427	3	46.56	27.74	0
428	3	46.62	27.74	0
429	3	46.62	27.73	0
430	3	46.62	27.75	0
431	3	46.62	27.76	0
432	3	46.62	27.75	0
433	3	46.62	27.74	0
434	3	46.62	27.75	0
435	3	46.62	27.75	0
436	3	46.66	27.75	0
437	3	46.62	27.75	0
438	3	46.62	27.74	0
439	3	46.62	27.75	0
440	3	46.59	27.74	0
441	3	46.66	27.75	0
442	3	46.69	27.75	0
443	3	46.69	27.74	0
444	3	46.69	27.75	0
445	3	46.75	27.74	0
446	3	46.79	27.75	0
447	3	46.79	27.75	0
448	3	46.75	27.75	0
449	3	47.41	27.74	0
450	3	47.6	27.75	0
451	3	47.6	27.73	0
452	3	47.6	27.74	0
453	3	47.57	27.74	0
454	3	47.24	27.75	0
455	3	47.02	27.76	0
456	3	46.95	27.76	0
457	3	47.08	27.75	0
458	3	47.18	27.73	0
459	3	47.21	27.72	0
460	3	47.15	27.72	0
461	3	47.15	27.71	0
462	3	47.21	27.71	0
463	3	47.24	27.71	0
464	3	47.28	27.72	0
465	3	47.28	27.73	0
466	3	47.28	27.75	0
467	3	47.28	27.75	0
468	3	47.31	27.77	0
469	3	47.28	27.77	0
470	3	47.31	27.79	0
471	3	47.24	27.78	0
472	3	47.21	27.75	0
473	3	47.47	27.74	0
474	3	47.41	27.74	0
475	3	47.44	27.71	0
476	3	47.41	27.71	0
477	3	47.34	27.69	0
478	3	47.44	27.68	0
479	3	47.47	27.67	0
480	3	47.38	27.66	0
481	3	47.28	27.66	0
482	3	47.31	27.65	0
483	3	47.24	27.65	0
484	3	47.15	27.63	0
485	3	47.21	27.62	0
486	3	47.15	27.57	0
487	3	47.18	27.58	0
488	3	46.95	27.54	0
489	3	46.95	27.52	0
490	3	47.15	27.53	0
491	3	47.28	27.51	0
492	3	47.21	27.48	0
493	3	47.11	27.45	0
494	3	47.21	27.43	0
495	3	47.31	27.42	0
496	3	47.41	27.41	0
497	3	47.38	27.4	0
498	3	47.34	27.38	0
499	3	47.24	27.36	0
500	3	47.21	27.35	0
501	3	47.31	27.34	0
502	3	47.34	27.32	0
503	3	47.18	27.3	0
504	3	47.24	27.27	0
505	3	47.24	27.27	0
506	3	47.28	27.25	0
507	3	47.18	27.23	0
508	3	47.21	27.2	0
509	3	47.21	27.18	0
510	3	47.28	27.17	0
511	3	47.34	27.15	0
512	3	47.28	27.12	0
513	3	47.34	27.1	0
514	3	47.38	27.1	0
515	3	47.38	27.07	0
516	3	47.41	27.07	0
517	3	47.41	27.04	0
518	3	47.44	27.03	0
519	3	47.47	27.02	0
520	3	47.41	27	0
521	3	47.34	26.95	0
522	3	47.34	26.95	0
523	3	47.38	26.94	0
524	3	47.44	26.93	0
525	3	47.34	26.91	0
526	3	47.41	26.91	0
527	3	47.41	26.88	0
528	3	47.44	26.89	0
529	3	47.38	26.83	0
530	3	47.41	26.82	0
531	3	47.57	26.83	0
532	3	47.54	26.79	0
533	3	47.54	26.79	0
534	3	47.54	26.79	0
535	3	47.57	26.78	0
536	3	47.6	26.77	0
537	3	47.6	26.76	0
538	3	47.6	26.76	0
539	3	47.57	26.75	0
540	3	47.54	26.75	0
541	3	47.44	26.74	0
542	3	47.41	26.73	0
543	3	47.41	26.71	0
544	3	47.47	26.68	0
545	3	47.47	26.67	0
546	3	47.54	26.66	0
547	3	47.47	26.64	0
548	3	47.57	26.63	0
549	3	47.6	26.64	0
550	3	47.6	26.63	0
551	3	47.64	26.63	0
552	3	47.57	26.62	0
553	3	47.57	26.59	0
554	3	47.6	26.59	0
555	3	47.6	26.58	0
556	3	47.67	26.58	0
557	3	47.6	26.6	0
558	3	47.6	26.58	0
559	3	47.54	26.57	0
560	3	47.47	26.56	0
561	3	47.47	26.54	0
562	3	47.47	26.53	0
563	3	47.47	26.54	0
564	3	47.38	26.53	0
565	3	47.34	26.51	0
566	3	47.47	26.51	0
567	3	47.44	26.48	0
568	3	47.47	26.5	0
569	3	47.47	26.47	0
570	3	47.51	26.48	0
571	3	47.57	26.47	0
572	3	47.57	26.45	0
573	3	47.64	26.43	0
574	3	47.7	26.43	0
575	3	47.73	26.43	0
576	3	47.67	26.43	0
577	3	47.64	26.4	0
578	3	47.6	26.4	0
579	3	47.64	26.41	0
580	3	47.64	26.43	0
581	3	47.57	26.41	0
582	3	47.54	26.41	0
583	3	47.47	26.39	0
584	3	47.57	26.38	0
585	3	47.54	26.38	0
586	3	47.57	26.38	0
587	3	47.54	26.39	0
588	3	47.47	26.39	0
589	3	47.6	26.39	0
590	3	47.6	26.4	0
591	3	47.64	26.39	0
592	3	47.54	26.35	0
593	3	47.47	26.34	0
594	3	47.6	26.34	0
595	3	47.6	26.33	0
596	3	47.64	26.34	0
597	3	47.64	26.31	0
598	3	47.6	26.32	0
599	3	47.6	26.31	0
600	3	47.57	26.3	0
601	3	47.47	26.31	0
602	3	47.51	26.31	0
603	3	47.47	26.32	0
604	3	47.41	26.32	0
605	3	47.44	26.3	0
606	3	47.47	26.3	0
607	3	47.44	26.3	0
608	3	47.38	26.27	0
609	3	47.44	26.25	0
610	3	47.47	26.26	0
611	3	47.47	26.25	0
612	3	47.47	26.23	0
613	3	47.57	26.23	0
614	3	47.57	26.22	0
615	3	47.57	26.21	0
616	3	47.6	26.21	0
617	3	47.6	26.19	0
618	3	47.54	26.19	0
619	3	47.54	26.17	0
620	3	47.44	26.18	0
621	3	47.54	26.19	0
622	3	47.51	26.19	0
623	3	47.41	26.18	0
624	3	47.41	26.18	0
625	3	47.34	26.15	0
626	3	47.41	26.16	0
627	3	47.44	26.17	0
628	3	47.44	26.18	0
629	3	47.41	26.17	0
630	3	47.38	26.14	0
631	3	47.47	26.15	0
632	3	47.57	26.15	0
633	3	47.77	26.16	0
634	3	47.86	26.16	0
635	3	48.29	26.16	0
636	3	48.45	26.15	0
637	3	48.68	26.15	0
638	3	48.84	26.16	0
639	3	48.77	26.17	0
640	3	48.84	26.17	0
641	3	49	26.17	0
642	3	49.1	26.18	0
643	3	49	26.19	0
644	3	48.97	26.22	0
645	3	48.9	26.23	0
646	3	48.64	26.25	0
647	3	48.35	26.27	0
648	3	48.22	26.27	0
649	3	48.19	26.29	0
650	3	48.12	26.31	0
651	3	48.03	26.33	0
652	3	47.86	26.36	0
653	3	47.8	26.37	0
654	3	47.73	26.39	0
655	3	47.6	26.44	0
656	3	47.47	26.45	0
657	3	47.41	26.47	0
658	3	47.38	26.5	0
659	3	47.34	26.51	0
660	3	47.28	26.53	0
661	3	47.21	26.55	0
662	3	47.21	26.58	0
663	3	47.18	26.61	0
664	3	47.21	26.61	0
665	3	47.15	26.64	0
666	3	47.15	26.65	0
667	3	47.15	26.67	0
668	3	47.11	26.69	0
669	3	47.08	26.72	0
670	3	47.08	26.72	0
671	3	47.02	26.73	0
672	3	46.98	26.74	0
673	3	46.95	26.76	0
674	3	46.95	26.78	0
675	3	46.89	26.8	0
676	3	46.85	26.82	0
677	3	46.79	26.83	0
678	3	46.79	26.84	0
679	3	46.82	26.85	0
680	3	46.82	26.87	0
681	3	46.82	26.89	0
682	3	46.75	26.9	0
683	3	46.72	26.91	0
684	3	46.66	26.92	0
685	3	46.62	26.95	0
686	3	46.59	26.95	0
687	3	46.56	26.97	0
688	3	46.52	26.97	0
689	3	46.49	26.99	0
690	3	46.49	26.99	0
691	3	46.46	27.01	0
692	3	46.43	27.02	0
693	3	46.43	27.01	0
694	3	46.43	27.02	0
695	3	46.46	27.02	0
696	3	46.46	27.03	0
697	3	46.46	27.05	0
698	3	46.43	27.07	0
699	3	46.39	27.07	0
700	3	46.36	27.07	0
701	3	46.33	27.09	0
702	3	46.3	27.09	0
703	3	46.23	27.11	0
704	3	46.23	27.11	0
705	3	46.16	27.13	0
706	3	46.16	27.13	0
707	3	46.16	27.14	0
708	3	46.16	27.15	0
709	3	46.16	27.16	0
710	3	46.2	27.17	0
711	3	46.16	27.16	0
712	3	46.16	27.17	0
713	3	46.16	27.17	0
714	3	46.1	27.18	0
715	3	46.07	27.17	0
716	3	46.1	27.19	0
717	3	46.03	27.2	0
718	3	46.07	27.21	0
719	3	46.03	27.21	0
720	3	46.03	27.23	0
721	3	46	27.22	0
722	3	46.03	27.22	0
723	3	46.03	27.23	0
724	3	45.97	27.24	0
725	3	45.97	27.24	0
726	3	45.93	27.26	0
727	3	45.93	27.25	0
728	3	45.93	27.26	0
729	3	45.97	27.27	0
730	3	45.93	27.27	0
731	3	45.97	27.27	0
732	3	45.93	27.29	0
733	3	45.9	27.28	0
734	3	45.93	27.28	0
735	3	45.93	27.28	0
736	3	45.97	27.29	0
737	3	45.97	27.29	0
738	3	45.97	27.3	0
739	3	45.97	27.31	0
740	3	45.97	27.32	0
741	3	45.97	27.32	0
742	3	45.97	27.34	0
743	3	46	27.33	0
744	3	45.97	27.34	0
745	3	45.97	27.35	0
746	3	45.97	27.33	0
747	3	45.97	27.35	0
748	3	46	27.37	0
749	3	46.03	27.35	0
750	3	46.16	27.35	0
751	3	46.2	27.35	0
752	3	46.2	27.37	0
753	3	46.23	27.36	0
754	3	46.23	27.35	0
755	3	46.23	27.37	0
756	3	46.3	27.36	0
757	3	46.36	27.37	0
758	3	46.39	27.38	0
759	3	46.36	27.37	0
760	3	46.39	27.37	0
761	3	46.39	27.38	0
762	3	46.43	27.38	0
763	3	46.43	27.39	0
764	3	46.56	27.39	0
765	3	46.62	27.39	0
766	3	46.69	27.4	0
767	3	46.69	27.4	0
768	3	46.79	27.38	0
769	3	46.98	27.36	0
770	3	47.18	27.35	0
771	3	47.08	27.34	0
772	3	47.11	27.33	0
773	3	46.79	27.32	0
774	3	46.69	27.32	0
775	3	46.56	27.31	0
776	3	46.43	27.29	0
777	3	46.43	27.28	0
778	3	46.43	27.25	0
779	3	46.52	27.24	0
780	3	46.49	27.23	0
781	3	46.49	27.2	0
782	3	46.52	27.2	0
783	3	46.56	27.19	0
784	3	46.69	27.19	0
785	3	46.69	27.17	0
786	3	46.59	27.14	0
787	3	46.56	27.12	0
788	3	46.62	27.08	0
789	3	46.66	27.05	0
790	3	46.72	27.05	0
791	3	46.72	27.01	0
792	3	46.82	26.99	0
793	3	46.82	26.95	0
794	3	46.85	26.94	0
795	3	46.82	26.93	0
796	3	46.75	26.89	0
797	3	46.75	26.88	0
798	3	46.75	26.87	0
799	3	46.82	26.85	0
800	3	46.89	26.83	0
801	3	46.89	26.82	0
802	3	46.85	26.8	0
803	3	46.85	26.77	0
804	3	46.75	26.75	0
805	3	46.75	26.72	0
806	3	46.82	26.69	0
807	3	46.95	26.69	0
808	3	46.95	26.68	0
809	3	47.02	26.67	0
810	3	47.08	26.65	0
811	3	47.11	26.64	0
812	3	47.08	26.63	0
813	3	47.08	26.62	0
814	3	47.15	26.6	0
815	3	47.05	26.59	0
816	3	47.02	26.57	0
817	3	47.05	26.56	0
818	3	47.08	26.55	0
819	3	47.15	26.53	0
820	3	47.21	26.53	0
821	3	47.08	26.5	0
822	3	47.11	26.48	0
823	3	47.11	26.48	0
824	3	47.15	26.46	0
825	3	47.34	26.45	0
826	3	47.28	26.44	0
827	3	47.28	26.42	0
828	3	47.31	26.41	0
829	3	47.34	26.43	0
830	3	47.41	26.44	0
831	3	47.41	26.44	0
832	3	47.34	26.45	0
833	3	47.28	26.41	0
834	3	47.34	26.41	0
835	3	47.34	26.4	0
836	3	47.21	26.39	0
837	3	47.21	26.38	0
838	3	47.24	26.37	0
839	3	47.18	26.35	0
840	3	47.08	26.33	0
841	3	47.05	26.29	0
842	3	47.08	26.28	0
843	3	47.08	26.27	0
844	3	47.15	26.28	0
845	3	47.21	26.27	0
846	3	47.38	26.28	0
847	3	47.31	26.27	0
848	3	47.34	26.26	0
849	3	47.34	26.26	0
850	3	47.44	26.26	0
851	3	47.47	26.26	0
852	3	47.47	26.27	0
853	3	47.41	26.26	0
854	3	47.44	26.25	0
855	3	47.41	26.24	0
856	3	47.24	26.22	0
857	3	47.31	26.21	0
858	3	47.34	26.21	0
859	3	47.31	26.21	0
860	3	47.21	26.22	0
861	3	47.21	26.19	0
862	3	47.21	26.21	0
863	3	47.15	26.21	0
864	3	47.21	26.19	0
865	3	47.21	26.19	0
866	3	47.21	26.19	0
867	3	47.31	26.17	0
868	3	47.34	26.17	0
869	3	47.38	26.18	0
870	3	47.41	26.17	0
871	3	47.34	26.17	0
872	3	47.31	26.16	0
873	3	47.31	26.16	0
874	3	47.11	26.11	0
875	3	47.21	26.11	0
876	3	47.15	26.08	0
877	3	47.31	26.09	0
878	3	47.21	26.08	0
879	3	47.28	26.07	0
880	3	47.24	26.07	0
881	3	47.24	26.06	0
882	3	47.21	26.06	0
883	3	47.18	26.05	0
884	3	47.28	26.05	0
885	3	47.28	26.05	0
886	3	47.34	26.05	0
887	3	47.28	26.04	0
888	3	47.28	26.03	0
889	3	47.31	26.04	0
890	3	47.34	26.02	0
891	3	47.34	26.01	0
892	3	47.44	26.03	0
893	3	47.38	26	0
894	3	47.38	26.01	0
895	3	47.41	26.01	0
896	3	47.38	26.01	0
897	3	47.34	26.01	0
898	3	47.38	26.01	0
899	3	47.28	26.01	0
900	3	47.24	25.99	0
901	3	47.24	26	0
902	3	47.24	25.97	0
903	3	47.34	25.99	0
904	3	47.31	25.97	0
905	3	47.41	25.97	0
906	3	47.34	25.97	0
907	3	47.38	25.99	0
908	3	47.34	25.98	0
909	3	47.34	25.96	0
910	3	47.34	25.95	0
911	3	47.34	25.94	0
912	3	47.34	25.95	0
913	3	47.34	25.93	0
914	3	47.34	25.93	0
915	3	47.31	25.93	0
916	3	47.31	25.95	0
917	3	47.28	25.94	0
918	3	47.24	25.93	0
919	3	47.31	25.94	0
920	3	47.34	25.94	0
921	3	47.28	25.94	0
922	3	47.34	25.94	0
923	3	47.34	25.95	0
924	3	47.28	25.94	0
925	3	47.24	25.94	0
926	3	47.24	25.97	0
927	3	47.31	25.95	0
928	3	47.6	25.94	0
929	3	47.67	25.95	0
930	3	47.77	25.95	0
931	3	47.9	25.94	0
932	3	47.93	25.95	0
933	3	48.19	25.94	0
934	3	48.58	25.95	0
935	3	48.77	25.93	0
936	3	48.74	25.95	0
937	3	48.81	25.95	0
938	3	48.77	25.97	0
939	3	49.19	25.99	0
940	3	48.97	26.01	0
941	3	48.58	26.01	0
942	3	48.38	26.04	0
943	3	48.29	26.05	0
944	3	48.06	26.07	0
945	3	47.86	26.09	0
946	3	47.7	26.12	0
947	3	47.6	26.13	0
948	3	47.47	26.16	0
949	3	47.41	26.17	0
950	3	47.34	26.2	0
951	3	47.24	26.21	0
952	3	47.18	26.23	0
953	3	47.18	26.26	0
954	3	47.18	26.27	0
955	3	47.18	26.3	0
956	3	47.15	26.31	0
957	3	47.08	26.33	0
958	3	47.08	26.35	0
959	3	47.02	26.37	0
960	3	46.98	26.4	0
961	3	46.92	26.42	0
962	3	46.85	26.43	0
963	3	46.82	26.45	0
964	3	46.75	26.48	0
965	3	46.72	26.5	0
966	3	46.69	26.51	0
967	3	46.66	26.52	0
968	3	46.62	26.54	0
969	3	46.62	26.55	0
970	3	46.62	26.56	0
971	3	46.56	26.57	0
972	3	46.56	26.59	0
973	3	46.49	26.6	0
974	3	46.49	26.61	0
975	3	46.43	26.63	0
976	3	46.43	26.64	0
977	3	46.39	26.66	0
978	3	46.36	26.67	0
979	3	46.36	26.68	0
980	3	46.3	26.68	0
981	3	46.26	26.7	0
982	3	46.23	26.71	0
983	3	46.2	26.72	0
984	3	46.16	26.74	0
985	3	46.16	26.75	0
986	3	46.13	26.76	0
987	3	46.13	26.75	0
988	3	46.13	26.77	0
989	3	46.1	26.78	0
990	3	46.1	26.78	0
991	3	46.1	26.79	0
992	3	46.1	26.81	0
993	3	46.07	26.81	0
994	3	46.03	26.81	0
995	3	46.03	26.82	0
